browOuterUp_R,eyeWide_R,mouthFrown_L,mouthPress_L,browInnerUp,browOuterUp_L,noseSneer_R,eyeLookOut_R,mouthDimple_L,eyeBlink_L,eyeLookUp_L,cheekSquint_R,mouthDimple_R,eyeLookUp_R,jawOpen,mouthShrugLower,mouthFrown_R,cheekPuff,mouthRollLower,mouthFunnel,eyeSquint_L,eyeLookDown_R,mouthStretch_R,mouthStretch_L,eyeLookIn_L,mouthLowerDown_R,browDown_L,mouthUpperUp_L,noseSneer_L,eyeWide_L,jawRight,mouthRollUpper,jawForward,mouthLeft,mouthPress_R,mouthSmile_L,tongueOut,mouthUpperUp_R,jawLeft,eyeLookIn_R,mouthSmile_R,browDown_R,mouthShrugUpper,cheekSquint_L,eyeBlink_R,mouthLowerDown_L,eyeLookDown_L,mouthClose,mouthPucker,mouthRight,eyeLookOut_L,eyeSquint_R
1.146501e-13,1.270869e-06,6.336162e-08,0.0996706,0.02757242,3.121339e-13,0.3575594,0,0.6201267,0.2695324,0,0.5157443,0.648855,0,0.001323508,0.6353062,6.95893e-08,0.04213906,0.1219012,0.07832353,0.6121737,0.09133231,0.06313486,0.06111477,0.05905103,0.02552975,0.5498489,0.1874035,0.3684628,1.271734e-06,0.02258395,0.01558634,0.02810079,5.618532e-06,0.1035773,0.6546074,4.404493e-05,0.196705,0,0.06328144,0.6687295,0.5498313,0.09840938,0.4925302,0.2556996,0.02612456,0.09158015,0.002114804,0.04697972,0.03718615,0,0.6067358
1.055134e-13,1.169591e-06,5.83122e-08,0.09947561,0.02765709,2.872593e-13,0.3588281,0,0.613903,0.2688949,0,0.5180212,0.6458231,0,0.001326609,0.6349967,6.404359e-08,0.04192025,0.1215622,0.07859531,0.6119421,0.09291711,0.06359558,0.06155522,0.0596097,0.02569337,0.5508097,0.1886557,0.3697034,1.170387e-06,0.02277708,0.01546539,0.02822177,5.17078e-06,0.1033767,0.6559318,4.923727e-05,0.1983999,0,0.06276769,0.6703732,0.5507942,0.09968006,0.4934884,0.2571363,0.02630149,0.09316397,0.002097351,0.04689476,0.03710848,0,0.6065699
9.710485e-14,1.076384e-06,5.366518e-08,0.09916858,0.02763234,2.643671e-13,0.3598831,0,0.6073099,0.2692593,0,0.5200524,0.6373664,0,0.001330426,0.633947,5.893983e-08,0.04162066,0.1199163,0.07890499,0.6115056,0.09326096,0.06404158,0.06201342,0.05895544,0.0258922,0.552101,0.1925957,0.3706372,1.077117e-06,0.02293399,0.01529029,0.02830753,4.758711e-06,0.103038,0.658784,5.028987e-05,0.2020702,0,0.06337623,0.6727863,0.5520887,0.1025245,0.4953171,0.2583785,0.02651188,0.09351055,0.002076251,0.04690954,0.03684489,0,0.6062629
8.936637e-14,9.906047e-07,4.93885e-08,0.09858148,0.02761383,2.432991e-13,0.3604179,0,0.6023042,0.2681772,0,0.5204655,0.6294572,0,0.001338579,0.6276327,5.42428e-08,0.04127545,0.1189477,0.07925458,0.61127,0.09333862,0.06451556,0.06253971,0.0593555,0.02615752,0.5524864,0.1946365,0.3712082,9.91279e-07,0.02298591,0.01513755,0.02846874,4.37948e-06,0.1020853,0.6602859,3.881331e-05,0.2036372,0,0.06297208,0.6739679,0.5524737,0.103793,0.4959963,0.2573484,0.02678375,0.09358647,0.002059415,0.04684841,0.03651968,0,0.6060888
8.22446e-14,9.116615e-07,4.545263e-08,0.09820794,0.02758311,2.239102e-13,0.3608574,0,0.6001849,0.2639606,0,0.5203784,0.6266939,0,0.00134586,0.6256407,4.992008e-08,0.041011,0.118421,0.07948091,0.6116174,0.09341766,0.06490176,0.06296913,0.0598279,0.02634186,0.5530216,0.1956399,0.3716492,9.12282e-07,0.02315079,0.01503401,0.02861002,4.03047e-06,0.101591,0.6605346,3.386709e-05,0.2045071,0,0.06250317,0.6742229,0.5530088,0.1046166,0.496109,0.2516687,0.0269737,0.09366374,0.002048267,0.04674857,0.03650776,0,0.606443
7.569036e-14,8.390093e-07,4.183042e-08,0.09807735,0.02748342,2.060663e-13,0.3614363,0,0.5992049,0.2564838,0,0.5196376,0.6254731,0,0.001349098,0.6247845,4.594185e-08,0.04079267,0.1179821,0.07964487,0.6115533,0.0939268,0.06510145,0.06318472,0.05953226,0.02650219,0.5537972,0.1967444,0.3722614,8.395804e-07,0.02326275,0.01492772,0.028718,3.709274e-06,0.1013663,0.6608732,2.688624e-05,0.2054567,0,0.06275721,0.6744238,0.5537823,0.1052558,0.4958346,0.2452297,0.02713642,0.09417425,0.002033713,0.04665119,0.03637826,0,0.6063883
6.965844e-14,7.72147e-07,3.849687e-08,0.09795077,0.02736631,1.896445e-13,0.3616184,0,0.5990977,0.2436454,0,0.5192034,0.6252832,0,0.00135485,0.6240697,4.228065e-08,0.04054299,0.1175655,0.07969524,0.6111682,0.09488303,0.06520797,0.06332018,0.06080152,0.02671096,0.55428,0.1975384,0.3723887,7.726726e-07,0.02329688,0.01486142,0.02884376,3.413674e-06,0.1011756,0.6613902,1.933633e-05,0.2061987,0,0.06151448,0.674859,0.5542651,0.1058167,0.4955539,0.2373176,0.02734784,0.0951256,0.00202367,0.04652261,0.03596076,0,0.6061144
6.410723e-14,7.106131e-07,3.542898e-08,0.09771419,0.02721694,1.745313e-13,0.3613662,0,0.5991667,0.220238,0,0.5146357,0.6259615,0,0.001371025,0.6193635,3.891122e-08,0.04027211,0.1172349,0.07961369,0.6121975,0.09271513,0.06528959,0.06344122,0.06149382,0.02701399,0.5541403,0.1980506,0.372081,7.110968e-07,0.02329139,0.01486609,0.02903859,3.141632e-06,0.1009237,0.6618221,2.40899e-05,0.2067935,0,0.06088316,0.6754068,0.5541258,0.1062288,0.490811,0.2082673,0.02764781,0.09295379,0.002023657,0.04627615,0.03581213,0,0.607395
5.899839e-14,6.539829e-07,3.260557e-08,0.09744766,0.02704606,1.606226e-13,0.3615108,0,0.59872,0.2131296,0,0.5133961,0.6259359,0,0.001383668,0.6179129,3.581031e-08,0.04002533,0.1168123,0.07967318,0.6125351,0.09237245,0.06534884,0.06349668,0.06175802,0.02732466,0.5547647,0.1985954,0.3722224,6.544281e-07,0.02341383,0.01483791,0.029181,2.891269e-06,0.1006123,0.6624626,3.059644e-05,0.2074244,0,0.06066066,0.676082,0.5547517,0.1067183,0.4894652,0.2003378,0.02795566,0.09260994,0.002023089,0.04624799,0.03575784,0,0.6078356
5.429669e-14,6.018657e-07,3.000717e-08,0.09751548,0.02694662,1.478223e-13,0.3614518,0,0.598755,0.2099178,0,0.5127817,0.6262211,0,0.001389026,0.6175291,3.295651e-08,0.03988703,0.1165918,0.07974397,0.6123441,0.09181335,0.06540132,0.06352382,0.06212641,0.02754066,0.5546186,0.1990279,0.3719288,6.022754e-07,0.02363974,0.01481227,0.02928492,2.660858e-06,0.100581,0.6624835,3.368369e-05,0.2079175,0,0.0603958,0.6762108,0.5546067,0.1072869,0.4885409,0.2009496,0.02816214,0.09204928,0.002020077,0.04623077,0.03572284,0,0.6077977
4.996968e-14,5.539018e-07,2.761584e-08,0.09752548,0.02680225,1.36042e-13,0.3613179,0,0.5987041,0.2182047,0,0.5122232,0.6264353,0,0.001388357,0.6176544,3.033015e-08,0.03972438,0.1162828,0.07975584,0.6095564,0.09263453,0.06538645,0.0634973,0.06172861,0.02767072,0.555029,0.1993847,0.3716309,5.542789e-07,0.02382771,0.01475655,0.02932164,2.448809e-06,0.1005236,0.6624263,4.151478e-05,0.2083435,0,0.06074829,0.6762549,0.555018,0.1077749,0.4877675,0.2142697,0.02828487,0.09287242,0.002010299,0.04620784,0.0357376,0,0.6053464
4.59875e-14,5.097603e-07,2.541508e-08,0.09762545,0.02661094,1.252005e-13,0.3613368,0,0.5990488,0.220175,0,0.5118701,0.6271415,0,0.001393223,0.6179144,2.791308e-08,0.03964204,0.1161762,0.07980227,0.6087809,0.09122068,0.06538627,0.06348629,0.06181744,0.02781197,0.557164,0.1996953,0.371629,5.101073e-07,0.02394777,0.01474568,0.02939304,2.253658e-06,0.1006171,0.6624961,3.824115e-05,0.20871,0,0.06070009,0.6763164,0.5571559,0.1080712,0.4873538,0.2175066,0.02842625,0.09145778,0.002007365,0.04612789,0.03577865,0,0.6046238
4.232266e-14,4.691365e-07,2.33897e-08,0.09752231,0.02647715,1.152231e-13,0.3616856,0,0.5994092,0.2226474,0,0.5120201,0.627609,0,0.001396715,0.6183573,2.568863e-08,0.03944517,0.1158877,0.07986806,0.6080502,0.09132196,0.06549762,0.06360798,0.06185962,0.02798664,0.5581074,0.2005449,0.3720434,4.694558e-07,0.02401577,0.01468925,0.02948836,2.07406e-06,0.1005007,0.6637359,3.441347e-05,0.2095103,0,0.06073207,0.6768882,0.5580998,0.1084079,0.4876856,0.2195213,0.02860372,0.09155926,0.001999365,0.04601626,0.03562472,0,0.6038899
3.894988e-14,4.317501e-07,2.152573e-08,0.09747253,0.02629701,1.060407e-13,0.3621157,0,0.5997518,0.232526,0,0.5124274,0.6281449,0,0.001396024,0.622157,2.364145e-08,0.03930634,0.1155722,0.07992058,0.6071112,0.09127727,0.06556513,0.06368397,0.06142322,0.02807852,0.5597954,0.2038508,0.3724332,4.32044e-07,0.02407127,0.01458034,0.02954948,1.908774e-06,0.1004927,0.6664165,3.102653e-05,0.2129707,0,0.06113981,0.6784224,0.5597897,0.1088517,0.4882723,0.2271534,0.02870819,0.09151633,0.001985148,0.04592675,0.03534093,0,0.6029139
3.584589e-14,3.97343e-07,1.98103e-08,0.09753565,0.02614607,9.759011e-14,0.3639371,0,0.60004,0.2370619,0,0.5128881,0.6284661,0,0.001395008,0.6256644,2.175742e-08,0.03924417,0.1154029,0.08011721,0.6063179,0.09157351,0.06567097,0.06383727,0.06016927,0.02812686,0.5611439,0.2055585,0.3738708,3.976135e-07,0.02410157,0.01447942,0.02962583,1.75666e-06,0.1006186,0.6670879,2.365842e-05,0.2144217,0,0.06240779,0.67871,0.5611386,0.1092384,0.4894931,0.2303174,0.02877357,0.09181783,0.00197298,0.04594856,0.03497938,0,0.6021082
3.298925e-14,3.65678e-07,1.823158e-08,0.09721543,0.02603689,8.981296e-14,0.3646336,0,0.5979852,0.2391253,0,0.5154298,0.6270122,0,0.001395999,0.623408,2.002353e-08,0.03899058,0.1137664,0.08021467,0.6041279,0.09394241,0.06589067,0.06407715,0.05883529,0.02830391,0.5616084,0.2066416,0.3741133,3.659269e-07,0.02424957,0.01435664,0.02964909,1.616668e-06,0.1002968,0.6681632,2.489992e-05,0.2155027,0,0.06375429,0.6810035,0.561604,0.1097669,0.4903398,0.2321579,0.02895992,0.09419416,0.001958537,0.04597183,0.03454158,0,0.6004977
3.036027e-14,3.365364e-07,1.677867e-08,0.09718072,0.02589845,8.265559e-14,0.365692,0,0.5984632,0.2406056,0,0.5194175,0.6272971,0,0.00139289,0.6268715,1.842781e-08,0.03886287,0.1132813,0.08041166,0.6019346,0.09550945,0.06604768,0.06427967,0.05813167,0.02833199,0.5626864,0.2076481,0.3746279,3.367655e-07,0.02435434,0.01423465,0.02969554,1.487833e-06,0.1003062,0.6685754,1.935411e-05,0.2165539,0,0.06439729,0.6817324,0.5626836,0.1101722,0.4940395,0.2342933,0.0289987,0.0957651,0.001943887,0.04598294,0.03410978,0,0.5986133
2.79408e-14,3.097171e-07,1.544154e-08,0.09735471,0.02582981,7.60686e-14,0.3661616,0,0.6003752,0.2410378,0,0.5201558,0.6296624,0,0.001389047,0.6285909,1.695926e-08,0.03880864,0.11326,0.08050682,0.601368,0.09439574,0.06604185,0.06434324,0.0576973,0.02831158,0.5631036,0.2081183,0.3749596,3.099279e-07,0.02439967,0.01418563,0.02974015,1.369265e-06,0.1005642,0.6682815,2.22392e-05,0.2170633,0,0.06483378,0.681329,0.5631011,0.1103928,0.4948896,0.2345632,0.02898896,0.09465236,0.001934494,0.04590349,0.03389163,0,0.5980524
2.571414e-14,2.850352e-07,1.421097e-08,0.09725607,0.02575113,7.000655e-14,0.3665696,0,0.6005404,0.2415973,0,0.520518,0.6299448,0,0.001386413,0.6293038,1.560775e-08,0.03865669,0.1129671,0.08063264,0.6010239,0.09437174,0.06608813,0.06445603,0.05606541,0.02833246,0.5633054,0.2085023,0.3754131,2.852292e-07,0.02445054,0.01411142,0.02974509,1.260145e-06,0.1004935,0.6681987,2.499158e-05,0.2174978,0,0.06643791,0.6812981,0.5633022,0.1106923,0.4955457,0.2347443,0.02901451,0.09463519,0.001924665,0.04588156,0.03391912,0,0.5975997
2.366493e-14,2.623201e-07,1.307847e-08,0.09711865,0.02565499,6.442759e-14,0.366904,0,0.6003802,0.2415507,0,0.5203586,0.6293799,0,0.001382552,0.6300074,1.436393e-08,0.03847646,0.1126098,0.08070818,0.6002029,0.09514843,0.06613243,0.06455052,0.05576365,0.02833899,0.5632284,0.2090156,0.3757558,2.624987e-07,0.02444833,0.01400193,0.02970989,1.159722e-06,0.100305,0.6680984,2.420165e-05,0.2180415,0,0.0666762,0.6812218,0.563224,0.1111444,0.4956516,0.2344587,0.02901233,0.09541364,0.001913519,0.04591957,0.03388907,0,0.5967027
2.177903e-14,2.414153e-07,1.203623e-08,0.09684391,0.02565402,5.929323e-14,0.3670883,0,0.5993024,0.2412413,0,0.519984,0.6283756,0,0.001380462,0.6305448,1.321924e-08,0.03827303,0.1122801,0.0807443,0.5994293,0.09562849,0.06619735,0.06464464,0.05465456,0.02837886,0.5631498,0.2093221,0.3760684,2.415796e-07,0.02440522,0.01391824,0.0296745,1.067301e-06,0.0999959,0.6680648,2.560984e-05,0.2184058,0,0.06786282,0.6812347,0.5631441,0.1115161,0.4956319,0.2331656,0.02904435,0.09589916,0.001906962,0.04599725,0.03397679,0,0.5956184
2.004341e-14,2.221764e-07,1.107703e-08,0.09648381,0.02564282,5.456803e-14,0.3670265,0,0.596593,0.2411226,0,0.5154669,0.6271229,0,0.001382571,0.6306157,1.216578e-08,0.0380535,0.1121066,0.08069494,0.5995625,0.09435222,0.06620506,0.06469849,0.05409685,0.02844227,0.5627327,0.2091079,0.3760681,2.223277e-07,0.0243878,0.01390025,0.02964157,9.822458e-07,0.09965666,0.6646529,2.44591e-05,0.2183539,0,0.06853392,0.6799551,0.5627267,0.1117195,0.4929922,0.2324834,0.0290986,0.09462485,0.001909721,0.04604724,0.03436593,0,0.5955383
1.844611e-14,2.044708e-07,1.019428e-08,0.09607804,0.02562936,5.02194e-14,0.3667682,0,0.5848645,0.2408965,0,0.5137302,0.6194141,0,0.001379789,0.6307664,1.119626e-08,0.03786784,0.1117344,0.08074126,0.5992038,0.09410107,0.06615185,0.06463704,0.05396641,0.02848359,0.5623738,0.2086208,0.3757689,2.0461e-07,0.02454863,0.01384968,0.02954608,9.039686e-07,0.09925114,0.6633525,2.741897e-05,0.2180852,0,0.06864905,0.6793727,0.5623679,0.1119256,0.4903299,0.2320602,0.02912861,0.09437389,0.001910343,0.04630222,0.03522085,0,0.5950276
1.697611e-14,1.881761e-07,9.381881e-09,0.09548482,0.02560808,4.621731e-14,0.3660079,0,0.5569739,0.2422166,0,0.5049169,0.5992333,0,0.00137658,0.6304969,1.030401e-08,0.03770357,0.1111186,0.08077821,0.5993125,0.09142305,0.06591779,0.06439672,0.05281507,0.02854025,0.5612885,0.2049793,0.3750566,1.883042e-07,0.02479552,0.01382093,0.02935757,8.319295e-07,0.09876736,0.6620305,2.43861e-05,0.2165239,0,0.06979091,0.6786658,0.5612844,0.1120527,0.4795033,0.2322877,0.02919011,0.09169841,0.001915422,0.046752,0.03781557,0,0.5948406
1.562325e-14,1.731799e-07,8.63422e-09,0.09189709,0.02565776,4.253416e-14,0.3322172,0,0.5328054,0.2229406,0,0.4798912,0.5677271,0,0.001381445,0.6121826,9.482861e-09,0.03739036,0.1051042,0.08079819,0.5749836,0.09108154,0.06576133,0.06412248,0.05068618,0.0288215,0.528801,0.2002476,0.3328528,1.732978e-07,0.02514944,0.01381302,0.0291427,7.656314e-07,0.09482703,0.661312,2.317883e-05,0.2121791,0,0.07228103,0.6781189,0.5288095,0.1122383,0.4396352,0.2228448,0.02947654,0.09136685,0.001934625,0.04735522,0.03858777,0,0.5715008
1.43782e-14,1.593789e-07,7.946142e-09,0.0904116,0.02576535,3.914453e-14,0.2994081,0,0.4996135,0.2120327,0,0.4127695,0.5201513,0,0.001376588,0.6073666,8.727152e-09,0.03730212,0.09895066,0.08086418,0.5340282,0.09424724,0.0653758,0.06370886,0.0549509,0.02886902,0.493239,0.1847554,0.3021488,1.594874e-07,0.02523734,0.01379678,0.02871983,7.046167e-07,0.09328318,0.6017733,2.905152e-05,0.1939499,0,0.0686208,0.6200342,0.4932628,0.1122201,0.3814923,0.2125117,0.02950992,0.09452005,0.001957486,0.05123807,0.03748683,0,0.5318115
1.323237e-14,1.466777e-07,7.312899e-09,0.08998606,0.02592026,3.602503e-14,0.2602361,0,0.4856343,0.2668664,0,0.3235357,0.4999556,0,0.001360739,0.6078019,8.031668e-09,0.03759168,0.09698479,0.08101563,0.4887469,0.1079461,0.0647034,0.06320687,0.04928199,0.02860816,0.4816894,0.1540783,0.272786,1.467775e-07,0.02525201,0.01391759,0.02811465,6.484644e-07,0.0928278,0.474736,3.065409e-05,0.1572533,0,0.0747233,0.4940372,0.4817135,0.112165,0.3103127,0.2596771,0.02922225,0.1082612,0.00198653,0.05628221,0.03699915,0,0.4864548
1.217786e-14,1.349886e-07,6.730119e-09,0.10428,0.02607755,3.315412e-14,0.2225947,0,0.4616326,0.3534932,0,0.2651872,0.4777703,0,0.001337938,0.6110501,7.391608e-09,0.04101156,0.09843688,0.08129317,0.4416381,0.1388815,0.06348447,0.06246495,0.03985302,0.02810044,0.4755629,0.1386544,0.2212274,1.350805e-07,0.02564537,0.01426862,0.02712252,5.967869e-07,0.1061176,0.3209743,4.41853e-05,0.1424519,0,0.08430258,0.3484395,0.4755867,0.1144245,0.2419377,0.3498816,0.02868906,0.1392933,0.002029005,0.07045105,0.0371002,0,0.439709
1.120738e-14,1.242311e-07,6.193783e-09,0.1716437,0.0263346,3.0512e-14,0.2065107,0,0.4358797,0.5391167,0,0.2311001,0.468151,0,0.001312345,0.6302931,6.802556e-09,0.04398198,0.1118709,0.0818717,0.4258473,0.3022169,0.06186229,0.05998277,0.01749696,0.02707578,0.5154188,0.1267028,0.1994358,1.243157e-07,0.034546,0.01470389,0.02475904,5.492278e-07,0.1750047,0.157992,4.98056e-05,0.1329618,0,0.1022265,0.1925438,0.5155644,0.1398119,0.1906384,0.5393116,0.02768096,0.3031201,0.00207402,0.08665658,0.03736233,0,0.4241253
1.031424e-14,1.143309e-07,5.700188e-09,0.1899733,0.02664567,2.808044e-14,0.1893828,0,0.3784146,0.6997181,0,0.2124025,0.4179856,0,0.001282306,0.6353212,6.260447e-09,0.04660583,0.1224639,0.08378581,0.4289964,0.3345024,0.06087165,0.05811731,0.04052943,0.02558229,0.549413,0.1087885,0.1875744,1.144087e-07,0.04537751,0.01530532,0.02276568,5.054587e-07,0.1935739,0.04557323,4.313128e-05,0.1128357,0,0.07754909,0.07933295,0.54949,0.1467476,0.1707709,0.6998441,0.02627391,0.3351212,0.002129196,0.1040223,0.04286089,0,0.4270514
9.492281e-15,1.052196e-07,0.04186608,0.1921734,0.0271959,2.584265e-14,0.1643596,0,0.3573884,0.7560347,0,0.1759945,0.3976012,0,0.001272228,0.5862036,0.0009621283,0.04791375,0.145867,0.08587638,0.4490045,0.3154581,0.0604925,0.05726148,0.06321134,0.024726,0.5586676,0.09548911,0.1662462,1.052913e-07,0.0502686,0.01938076,0.02165812,4.651777e-07,0.1928501,0.002041724,4.483935e-05,0.09956161,0,0.05427315,0.01458546,0.5587614,0.1505149,0.148494,0.7564103,0.0254446,0.3157401,0.002247588,0.1104208,0.04616957,0,0.4470949
8.735822e-15,9.683449e-08,0.06146509,0.1866018,0.02773605,2.37832e-14,0.1462966,0,0.3428523,0.7026573,0,0.149488,0.3756094,0,0.001260938,0.5739342,0.04240641,0.04918009,0.1551231,0.08676536,0.4543233,0.2915921,0.06028836,0.05675415,0.04807691,0.02402275,0.5515757,0.08962744,0.1486816,9.690041e-08,0.05256286,0.02268905,0.02087772,4.281067e-07,0.1894494,-0.01499133,5.404792e-05,0.09324249,0,0.07009854,-0.0117509,0.5517038,0.1528684,0.1287536,0.7026491,0.0247597,0.2920641,0.002359216,0.1140131,0.04767001,0,0.4524587
8.039646e-15,8.911756e-08,0.1141386,0.1863674,0.02806918,2.188787e-14,0.1398951,0,0.3175331,0.6082937,0,0.1397252,0.3518397,0,0.001237098,0.6282838,0.07689369,0.0595751,0.1595724,0.08755476,0.4578571,0.2930631,0.06004744,0.05624232,0.02546402,0.02326532,0.5508227,0.08693168,0.1426388,8.917822e-08,0.0538838,0.02402038,0.02016553,3.939901e-07,0.1895214,-0.01596558,6.06966e-05,0.0904251,0,0.09320509,-0.01601928,0.5509648,0.1701908,0.1213198,0.6081612,0.0240134,0.2938296,0.002435467,0.1402768,0.05182054,0,0.4560932
7.398951e-15,8.20156e-08,0.129753,0.1789004,0.0282217,2.014358e-14,0.1365065,0,0.2880051,0.4931757,0,0.1329167,0.3185273,0,0.001214387,0.6391127,0.08875334,0.07343936,0.1622666,0.08829326,0.457068,0.195859,0.06001873,0.05601119,0.01989639,0.02256007,0.5196767,0.08540734,0.1391697,8.207143e-08,0.05443756,0.02484807,0.01963928,3.625922e-07,0.1849625,-0.01444259,0.0001000801,0.08894955,0,0.1001723,-0.01507235,0.5201253,0.176502,0.1147391,0.4931532,0.02332197,0.1964993,0.002511675,0.1566375,0.0546761,0,0.4555996
6.809314e-15,7.547962e-08,0.1307715,0.1662308,0.02839272,1.85383e-14,0.1347717,0,0.2784879,0.3183555,0,0.1244038,0.3081033,0,0.001193446,0.6451786,0.0905975,0.07889707,0.1634718,0.08893847,0.4227463,0.1421462,0.06011616,0.05598176,0.01745381,0.02190034,0.4823565,0.08473425,0.1371603,7.5531e-08,0.05444738,0.02532886,0.01924,3.336965e-07,0.1710779,-0.01258157,0.0001249663,0.08843664,0,0.1059412,-0.01322918,0.4829671,0.1799867,0.1067535,0.3183548,0.0226746,0.1427049,0.002589004,0.1625349,0.0559829,0,0.4216463
6.266667e-15,6.94645e-08,0.1253181,0.1457662,0.02855894,1.706094e-14,0.1334991,0,0.2737384,0.2112923,0,0.1100015,0.3044426,0,0.001190804,0.6439795,0.08436163,0.0816537,0.1630579,0.08950229,0.3809471,0.1032633,0.06043078,0.05615305,0.0335372,0.02138821,0.4398803,0.0844846,0.1345698,6.951178e-08,0.0515054,0.02569896,0.01901003,3.071036e-07,0.1526046,-0.01102596,0.0001422575,0.08848404,0,0.09097663,-0.01154197,0.4408268,0.1813613,0.09303518,0.2115065,0.02216708,0.1036514,0.002694034,0.1593358,0.05653642,0,0.3802369
5.767264e-15,6.392874e-08,0.1241096,0.1309014,0.0284915,1.570132e-14,0.1276346,0,0.2666637,0.1663366,0,0.1009335,0.2997328,0,0.001185767,0.6397408,0.08296797,0.08298004,0.1317105,0.08997763,0.3555897,0.06677543,0.06066336,0.05629376,0.04436143,0.02084978,0.4252006,0.08413197,0.1257262,6.397225e-08,0.04603485,0.02571472,0.01874488,2.826299e-07,0.1370268,-0.009881314,0.0001382944,0.08840331,0,0.0802686,-0.01025369,0.4261998,0.1805175,0.08531712,0.1665174,0.02162825,0.06706094,0.002782242,0.1563397,0.05635029,0,0.355226
5.307659e-15,5.883413e-08,0.1235372,0.1249481,0.02823916,1.445005e-14,0.1255426,0,0.2484923,0.1291338,0,0.09527645,0.2807613,0,0.00117479,0.6391566,0.08245049,0.08415835,0.1231468,0.09063236,0.3371097,0.05461634,0.06072196,0.05635297,0.05049776,0.02030009,0.4182116,0.08405787,0.1227818,5.887418e-08,0.04260557,0.02544537,0.01844603,2.601065e-07,0.1310474,-0.00898115,0.000103522,0.08859573,0,0.0738828,-0.009301804,0.419238,0.1801628,0.0807125,0.1292827,0.02108027,0.05486827,0.002847968,0.1558282,0.05212449,0,0.3368585
4.884681e-15,5.414552e-08,0.1251128,0.1202862,0.02797015,1.32985e-14,0.1240744,0,0.2262147,0.0897689,0,0.09052754,0.2594348,0,0.001173456,0.6384692,0.08279013,0.08505912,0.1184694,0.09218391,0.3229291,0.04190321,0.06091471,0.05656372,0.0586502,0.01987191,0.4147323,0.084023,0.1208676,5.418238e-08,0.04090839,0.02511968,0.01819206,2.393781e-07,0.1260757,-0.0082051,7.327526e-05,0.08884848,0,0.06623629,-0.008488398,0.4157638,0.1801458,0.07680044,0.0898497,0.02065556,0.04212646,0.002925558,0.1598552,0.04979128,0,0.3227012
4.495411e-15,4.983055e-08,0.1407687,0.1180652,0.0275895,1.223872e-14,0.123078,0,0.2187929,0.04416476,0,0.08689577,0.2521267,0,0.001175429,0.6465265,0.1047162,0.08579533,0.116245,0.09304363,0.3126266,0.03301245,0.06115445,0.05684967,0.06090244,0.01946874,0.4196787,0.08425514,0.1196748,4.986448e-08,0.03976811,0.02472673,0.01796175,2.203016e-07,0.1238116,-0.007518931,3.326275e-05,0.08935293,0,0.06330967,-0.007773336,0.4205077,0.1833405,0.07392523,0.04420996,0.02025936,0.03322399,0.00300551,0.1635499,0.04671609,0,0.3124411
4.137163e-15,0.0007654025,0.1444658,0.1167679,0.02720242,1.126339e-14,0.1225273,0,0.2150371,0.01608562,0,0.08500334,0.2481271,0,0.00119177,0.6522745,0.1100828,0.08744642,0.1163741,0.09645046,0.3078409,0.02059029,0.0613816,0.05720234,0.06434655,0.01918281,0.4211671,0.08479518,0.1190956,0.0007640839,0.03883273,0.02439982,0.017863,2.027453e-07,0.1225571,-0.00690245,3.265847e-05,0.09062564,0,0.05982894,-0.0071332,0.4218757,0.1878804,0.07240409,0.0160845,0.01998544,0.02079051,0.003112098,0.1754737,0.03995472,0,0.3076878
3.807464e-15,0.02154568,0.1461164,0.115924,0.02678082,1.036579e-14,0.1222711,0,0.2130551,0.00454544,0,0.08342201,0.2457044,0,0.001218849,0.659371,0.1126328,0.09156878,0.1223454,0.1021274,0.3046529,0.008785379,0.06163228,0.05762906,0.06483653,0.01897583,0.4220802,0.08630169,0.1188257,0.02154461,0.03810208,0.02411728,0.01792504,1.865881e-07,0.1218237,-0.00634313,2.881558e-05,0.09299651,0,0.05934964,-0.006553681,0.4227356,0.1906892,0.07128799,0.004529453,0.01979571,0.008979746,0.00323736,0.1877539,0.03480751,0,0.3045335
3.50404e-15,0.05383538,0.1471768,0.1151446,0.02640578,9.539716e-15,0.122233,0,0.2117655,-0.00130752,0.002452584,0.08187765,0.2430232,0.002716776,0.001254247,0.6659368,0.1142571,0.09359016,0.1307402,0.1062947,0.303516,0,0.06213834,0.05836571,0.06145491,0.01882983,0.4227684,0.08735396,0.1187787,0.05382404,0.03752571,0.0238773,0.01807623,1.717186e-07,0.1211421,-0.005832681,2.862997e-05,0.09441781,0,0.06246387,-0.006025486,0.4233909,0.1934917,0.0703509,-0.001330235,0.01966721,0,0.003381425,0.202725,0.03239157,0,0.3034138
3.224796e-15,0.08977172,0.1506206,0.1143581,0.02607571,8.779477e-15,0.1222956,0,0.2087331,-0.004142217,0.01312435,0.07975589,0.2354579,0.0133787,0.001284248,0.6709055,0.1210017,0.09515463,0.1335171,0.1082502,0.3041257,0,0.06272129,0.05917815,0.05582219,0.01868934,0.422864,0.0881181,0.1188822,0.08970977,0.03703411,0.02359133,0.01818458,1.58034e-07,0.1204356,-0.005365213,3.907776e-05,0.09533204,0,0.0680465,-0.005542134,0.4234589,0.1952403,0.06917907,-0.004167406,0.01954272,0,0.003515801,0.2125748,0.03073138,0,0.3040509
